School,Leadership,Teachers,Other Staff,American Indian/Alaskan Native Count,American Indian/Alaskan Native Average Years in Title,American Indian/Alaskan Native Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American Count,Black/African American Average Years in Title,Black/African American Average Years at School,Hawaiian/Pacific Islander Count,Hawaiian/Pacific Islander Average Years in Title,Hawaiian/Pacific Islander Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other Count,Unknown/Other Average Years in Title,Unknown/Other Average Years at School,American Indian/Alaskan Native Count 1,American Indian/Alaskan Native Average Years in Title 1,American Indian/Alaskan Native Average Years at School 1,Asian Count 1,Asian Average Years in Title 1,Asian Average Years at School 1,Black/African American  Count,Black/African American  Average Years in Title,Black/African American  Average Years at School,Hawaiian/Pacific Islander Count 1,Hawaiian/Pacific Islander Average Years in Title 1,Hawaiian/Pacific Islander Average Years at School 1,Hispanic Count 1,Hispanic Average Years in Title 1,Hispanic Average Years at School 1,White Count 1,Wite Average Years in Title,White Average Years at School 1,Multiple Count 1,Multiple Average Years in Title 1,Multiple Average Years at School 1,Unknown/Other Count 1,Unknown/Other Average Years in Title 1,Unknown/Other Average Years at School 1,American Indian/Alaskan Native Count 2,American Indian/Alaskan Native Average Years in Title 2,American Indian/Alaskan Native Average Years at School 2,Asian Count 2,Asian Average Years in Title 2,Asian Average Years at School 2,Black/African American Count 1,Black/African American Average Years in Title 1,Black/African American Average Years at School 1,Hawaiian/Pacific Islander Count 2,Hawaiian/Pacific Islander Average Years in Title 2,Hawaiian/Pacific Islander Average Years at School 2,Hispanic Count 2,Hispanic Average Years in Title 2,Hispanic Average Years at School 2,White Count 2,White Average Years in Title 1,White Average Years at School 2,Multiple Count 2,Multiple Average Years in Title 2,Multiple Average Years at School 2,Unknown/Other Count 2,Unknown/Other Average Years in Title 2,Unknown/Other Average Years at School 2
04M057,3,70,20,*,,,5,3.1,2.1,22,14.7,10,*,,,25,7.9,5.7,15,8,7.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,14.1,11.1,*,,,*,,,*,,
04M072,3,58,15,*,,,*,,,7,10.9,6.9,*,,,19,11.9,10.7,30,4.6,3.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,17.6,11,*,,,*,,,*,,
04M083,2,33,9,*,,,*,,,*,,,*,,,13,14.3,11.8,17,11.2,9.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,14.4,9.9,*,,,*,,,*,,
04M096,2,43,13,*,,,*,,,5,9.2,2.4,*,,,12,8.7,6.7,25,13.2,10,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,13.8,9.9,*,,,*,,,*,,
04M102,1,33,18,*,,,5,3.5,2.4,11,13.6,12.6,*,,,5,13,11.3,11,7.8,4.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,13.7,9.9,*,,,8,13,7,*,,,*,,,*,,
04M108,2,47,18,*,,,*,,,6,15.2,14.5,*,,,13,16.8,13.4,25,13.7,11.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,10.9,7.8,*,,,9,16.3,13.7,*,,,*,,,*,,
04M112,2,61,15,*,,,*,,,*,,,*,,,22,11.6,9.4,35,9.9,7.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,8.2,7.9,6,5.1,4.9,*,,,*,,
04M146,2,39,35,*,,,*,,,6,15.9,12.5,*,,,11,11.3,7.4,20,10.3,4.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,22.5,20.1,*,,,17,19,17.3,8,13.1,10.6,*,,,*,,
04M155,2,26,12,*,,,*,,,*,,,*,,,14,11.9,9,11,6.8,5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,15.7,12,*,,,*,,,*,,
04M171,3,52,16,*,,,6,13.8,13.6,5,14.3,10.7,*,,,15,13.9,12,26,10.9,8.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,10.8,6.6,*,,,*,,,*,,
04M182,2,34,6,*,,,*,,,5,22.7,14.9,*,,,20,11.4,7.5,7,7.4,1.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
04M206,3,94,10,*,,,5,6.1,6.1,14,7.1,5.7,*,,,28,6.4,5.6,43,5,4.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,9.6,4.1,*,,,*,,,*,,
04M224,2,16,4,*,,,*,,,*,,,*,,,*,,,10,10.7,5.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
04M372,2,54,22,*,,,*,,,*,,,*,,,37,7.6,2.7,13,7.5,2.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,20,7.7,5.2,*,,,*,,,*,,
04M375,3,29,15,*,,,*,,,*,,,*,,,7,11.4,5.8,13,9,1.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,7.4,4.3,*,,,*,,,*,,
04M377,1,18,4,*,,,*,,,6,13.2,4.5,*,,,5,3.9,2.4,5,6,4.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
04M497,1,16,11,*,,,*,,,7,5.8,4.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,7.6,5.1,*,,,*,,,*,,,*,,,*,,
04M825,2,22,6,*,,,*,,,*,,,*,,,*,,,15,10.8,5.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
04M964,2,43,26,*,,,5,10.6,3.8,8,11.5,4.9,*,,,12,11.7,4.3,16,5.9,4.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,16,5,4.9,*,,,6,5.1,3.4,*,,,*,,,*,,
05M030,2,34,18,*,,,*,,,13,14.8,9.3,*,,,9,6.9,6,5,15.8,13.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,16.5,10.6,*,,,7,19.9,13.5,*,,,*,,,*,,
05M036,2,37,20,*,,,*,,,21,15.8,12.5,*,,,8,21.8,17.7,5,11.7,8.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,15.1,7.8,*,,,*,,,*,,,*,,,*,,
05M046,3,52,22,*,,,*,,,19,12.1,9.8,*,,,10,12,9.1,19,7.5,5.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,11.8,8.2,*,,,7,10.6,7.7,*,,,*,,,*,,
05M092,3,23,16,*,,,*,,,12,17.6,15.2,*,,,*,,,6,5.1,3.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,21.2,16.1,*,,,*,,,*,,,*,,,*,,
05M123,2,46,14,*,,,*,,,17,14.3,10.6,*,,,10,10,7.5,17,4.3,3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,12,11.8,*,,,*,,,*,,
05M125,1,23,29,*,,,*,,,6,12.8,7.4,*,,,9,7.5,6.2,8,10.3,9.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,5.2,3.5,*,,,14,8.8,5.6,*,,,*,,,*,,
05M129,2,40,21,*,,,*,,,22,18.8,15.3,*,,,7,18.7,15.3,6,6.8,5.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,7.8,7.9,*,,,10,10,8,*,,,*,,,*,,
05M133,2,33,17,*,,,*,,,11,11.7,6.3,*,,,*,,,14,4.2,2.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,9.5,6.5,*,,,7,13.3,9.5,*,,,*,,,*,,
05M154,2,31,13,*,,,5,11,9,13,12.2,5.9,*,,,5,10.6,6.1,7,8.7,1.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,19.8,16.3,*,,,*,,,*,,,*,,,*,,
05M161,4,68,22,*,,,*,,,18,15.4,9.4,*,,,33,12.7,10.7,12,6.8,6.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,11.2,8.7,*,,,16,11.2,11.2,*,,,*,,,*,,
05M175,2,28,16,*,,,*,,,6,17,11.2,*,,,7,10.9,6.4,8,5.9,4.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,9.2,5.1,*,,,8,10.8,8.5,*,,,*,,,*,,
05M194,2,22,10,*,,,*,,,11,8.1,2.1,*,,,*,,,7,6.4,2.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,15.3,9.7,*,,,*,,,*,,,*,,,*,,
05M197,2,34,26,*,,,*,,,21,17.5,12,*,,,*,,,9,6.4,3.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,17,10.3,7.9,*,,,5,17.7,11,*,,,*,,,*,,
05M200,2,36,17,*,,,*,,,28,17.1,12.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,9.1,6.6,*,,,5,11.6,5.5,*,,,*,,,*,,
05M286,2,15,9,*,,,*,,,8,14.2,5.5,*,,,5,14.7,6.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,15.2,10.4,*,,,*,,,*,,,*,,,*,,
05M318,2,16,8,*,,,*,,,9,10.1,7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,9,7.4,*,,,*,,,*,,,*,,,*,,
05M362,3,48,11,*,,,5,9.3,3.3,*,,,*,,,*,,,36,8,4.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,5.9,5.4,*,,,*,,,*,,
05M514,2,20,10,*,,,*,,,8,3.2,2.3,*,,,*,,,7,9.1,3.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,7,5,*,,,*,,,*,,
05M517,2,29,7,*,,,6,4.2,2.7,*,,,*,,,5,14.4,4.2,13,4.5,1.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
06M004,3,44,22,*,,,*,,,10,17.7,16.5,*,,,20,13.3,10.1,11,12.1,4.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,14,12.7,8.1,*,,,*,,,*,,
06M005,3,52,25,*,,,*,,,6,18.8,17.1,*,,,28,15.5,13.1,15,10,8.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,20,9.1,6.4,*,,,*,,,*,,
06M008,2,42,12,*,,,*,,,*,,,*,,,25,15.1,11.6,13,10.5,9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,16.9,13.8,*,,,*,,,*,,
06M018,2,29,13,*,,,*,,,*,,,*,,,18,12,9.3,8,15.6,11.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,4.2,4.2,*,,,*,,,*,,
06M028,3,53,26,*,,,*,,,*,,,*,,,30,14.7,11.2,18,14.5,12,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,21,12.4,10.4,*,,,*,,,*,,
06M048,2,44,24,*,,,*,,,7,16.9,11.5,*,,,16,13,10.4,16,5.9,5.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,18,12.5,8.2,*,,,*,,,*,,
06M052,2,27,10,*,,,*,,,*,,,*,,,13,16.7,14.4,10,15.9,12.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,17,12.1,*,,,*,,,*,,
06M098,3,37,21,*,,,*,,,*,,,*,,,24,16.8,14.7,8,13.7,9.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,17,14,10.4,*,,,*,,,*,,
06M103,2,34,13,*,,,*,,,*,,,*,,,24,9.5,3.3,9,2.8,2.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,6.4,2.7,*,,,*,,,*,,
06M115,4,35,15,*,,,*,,,*,,,*,,,23,16.2,13.2,6,13.2,2.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,13,14.4,9.6,*,,,*,,,*,,
06M128,3,53,19,*,,,6,9.9,9.9,*,,,*,,,26,14.5,13.5,18,8.1,7.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,14,8.6,6.9,*,,,*,,,*,,
06M132,2,23,12,*,,,*,,,*,,,*,,,13,17.6,14.9,7,11.6,11.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,16.6,13.9,*,,,*,,,*,,
06M143,3,22,15,*,,,*,,,*,,,*,,,12,15.7,14.7,6,16.4,16.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,11.9,9.6,*,,,*,,,*,,
06M152,3,46,27,*,,,*,,,*,,,*,,,22,17,12.5,16,14.2,9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,21,7,5,*,,,*,,,*,,
06M153,4,37,13,*,,,*,,,9,16.1,10.7,*,,,14,5.8,5.6,11,3.8,3.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,21.3,17.7,*,,,*,,,*,,
06M173,3,41,22,*,,,*,,,*,,,*,,,15,12.7,9,18,11,9.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,18,9.6,6.4,*,,,*,,,*,,
06M178,2,33,15,*,,,*,,,*,,,*,,,17,13.1,10.8,13,11.8,8.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,19.6,13.6,*,,,*,,,*,,
06M187,3,52,17,*,,,*,,,*,,,*,,,15,11.1,9.5,34,10,9.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,12.4,8.9,*,,,*,,,*,,
06M189,4,57,31,*,,,*,,,*,,,*,,,33,15.5,12.4,21,10.3,9.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,22,9.5,7,*,,,*,,,*,,
06M192,3,32,16,*,,,*,,,*,,,*,,,18,13.9,7.6,9,12.9,4.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,14,17,9.3,*,,,*,,,*,,
06M209,2,31,4,*,,,*,,,6,1.9,0.3,*,,,9,5.2,2,12,7.4,2.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
06M210,1,38,9,*,,,*,,,*,,,*,,,32,13,9.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,11,10.3,*,,,*,,,*,,
06M223,2,21,6,*,,,*,,,*,,,*,,,5,15.1,11.6,10,9.3,6.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,6.4,4.9,*,,,*,,,*,,
06M278,2,39,13,*,,,*,,,*,,,*,,,8,7.8,5.5,23,12.4,7.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,10.4,8.3,*,,,*,,,*,,
06M293,4,39,8,*,,,*,,,5,14.6,6.1,*,,,11,11.6,6.9,21,10.2,7.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,17.8,9.9,*,,,*,,,*,,
06M311,2,38,12,*,,,*,,,*,,,*,,,30,4.7,3.5,6,4.9,3.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,10.8,6.8,*,,,*,,,*,,
06M314,2,19,13,*,,,*,,,*,,,*,,,5,11.3,5,13,12.6,7.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,5.8,4.6,*,,,*,,,*,,
06M319,4,32,14,*,,,*,,,*,,,*,,,20,15.4,8.1,7,8.6,5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,13,10.9,7.2,*,,,*,,,*,,
06M322,3,36,11,*,,,*,,,*,,,*,,,12,10.6,2.5,19,9.3,5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,6.8,2.6,*,,,*,,,*,,
06M324,2,33,14,*,,,*,,,*,,,*,,,12,10.4,7.8,17,10.6,6.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,13,13.9,10.1,*,,,*,,,*,,
06M328,2,20,9,*,,,*,,,*,,,*,,,13,8,3.4,5,8.6,3.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,11.8,5,*,,,*,,,*,,
06M346,3,52,11,*,,,*,,,7,9.4,7.2,*,,,15,8,6,25,8.5,6.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,12.3,6.2,*,,,*,,,*,,
06M348,5,71,20,*,,,*,,,*,,,*,,,22,5.2,2.4,41,9.7,5.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,14,6.2,2.1,*,,,*,,,*,,
06M349,2,10,1,*,,,*,,,*,,,*,,,7,9.2,6.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
06M366,3,33,18,*,,,*,,,*,,,*,,,22,14.1,5.2,8,9.6,4.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,13,8,3.3,*,,,*,,,*,,
06M368,1,17,5,*,,,*,,,5,9.1,5.1,*,,,*,,,8,9.5,5.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
06M513,1,23,14,*,,,*,,,*,,,*,,,16,6.2,3.9,7,11.6,4.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,3,3,*,,,*,,,*,,
06M528,2,18,4,*,,,*,,,*,,,*,,,9,5.7,3,7,7.5,4.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
07X001,3,52,24,*,,,*,,,11,10.6,5.8,*,,,28,8.2,5.5,9,5,5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,12,7.9,*,,,17,9.8,7.5,*,,,*,,,*,,
07X005,3,62,20,*,,,*,,,7,17.9,10.1,*,,,27,11.5,6.3,23,9.4,4.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,16,9.5,6.1,*,,,*,,,*,,
07X018,3,50,27,*,,,5,4.8,4.1,10,10.7,7.7,*,,,24,12.3,9.9,8,6.8,6.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,13.4,9.7,*,,,15,7.2,6.6,*,,,*,,,*,,
07X025,3,56,25,*,,,*,,,6,10.6,3.4,*,,,32,13.3,7.6,14,6,5.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,20,11,7.7,*,,,*,,,*,,
07X029,3,67,28,*,,,*,,,19,5.6,3.7,*,,,20,8.4,4.5,24,6.3,5.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,6.5,5.7,*,,,17,6.5,4.9,*,,,*,,,*,,
07X030,3,45,24,*,,,*,,,13,11.7,10,*,,,23,12.2,10.6,6,7.2,6.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,8.4,6.4,*,,,18,9.5,5.9,*,,,*,,,*,,
07X031,3,59,17,*,,,*,,,16,13.6,6.4,*,,,18,13.8,10,21,13.2,11.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,9.6,4.5,*,,,11,13,10.1,*,,,*,,,*,,
07X043,3,40,18,*,,,*,,,9,15.8,10.7,*,,,14,12.8,11.9,15,9.5,8.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,3.3,2.2,*,,,9,9.9,7.5,*,,,*,,,*,,
07X049,4,67,22,*,,,*,,,17,7.1,4.5,*,,,22,4.1,3.5,19,7.4,6.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,13,11.3,9.3,*,,,*,,,*,,
07X065,2,33,16,*,,,*,,,9,7.5,4.2,*,,,10,11.6,5.4,14,7.1,2.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,10.8,9.3,*,,,7,15.8,14.6,*,,,*,,,*,,
07X151,1,21,6,*,,,*,,,5,12.5,9.4,*,,,9,11.5,8.9,5,3.7,3.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,14.6,13.3,*,,,*,,,*,,
07X154,2,33,14,*,,,*,,,7,10.2,10,*,,,8,12,8.4,15,8.9,8.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,10.6,7.9,*,,,*,,,*,,,*,,,*,,
07X157,4,51,20,*,,,*,,,6,13.1,10.7,*,,,16,11.2,8.8,27,9.8,7.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,11.9,8.2,*,,,12,13.5,10.8,*,,,*,,,*,,
07X161,3,41,24,*,,,*,,,7,10.4,7.6,*,,,23,13.9,10.5,10,9.4,9.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,14.3,10.3,*,,,15,11,9.6,*,,,*,,,*,,
07X179,2,31,14,*,,,*,,,14,15.4,10,*,,,11,12.6,9.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,10.6,9,*,,,*,,,*,,
07X223,3,51,6,*,,,*,,,11,4,3.3,*,,,18,4.7,3.1,16,5.9,4.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
07X224,2,27,10,*,,,*,,,9,11.1,3.4,*,,,8,11.2,2.7,7,5.9,2.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,5.3,4.8,*,,,*,,,*,,
07X277,2,42,16,*,,,*,,,9,4.1,2.3,*,,,18,8.7,7.7,11,6.5,3.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,11.8,9.5,*,,,*,,,*,,
07X296,2,23,9,*,,,*,,,10,5.3,4.2,*,,,*,,,7,8.6,5.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,5.3,5.3,*,,,*,,,*,,
07X298,2,31,8,*,,,*,,,6,8.6,3.3,*,,,17,5.1,3.1,6,5.4,3.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,7.9,5.5,*,,,*,,,*,,
07X343,2,24,6,*,,,*,,,10,13.2,8.2,*,,,7,9.9,5.6,7,9.3,7.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
07X359,2,26,12,*,,,*,,,*,,,*,,,21,6.5,3.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,10.4,3.5,*,,,*,,,*,,
07X369,2,30,17,*,,,*,,,7,5.5,4.2,*,,,8,3.7,3,12,6.1,4.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,13,11.3,6.4,*,,,*,,,*,,
07X584,2,24,10,*,,,*,,,8,12.8,2,*,,,7,6.7,1.6,5,2.1,1.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,16.7,2.1,*,,,*,,,*,,
08X014,2,36,15,*,,,*,,,*,,,*,,,9,15.3,13.4,23,15.7,13,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,12.1,9.5,*,,,*,,,*,,
08X036,3,56,25,*,,,*,,,*,,,*,,,25,13.4,12.6,29,13,10.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,16,8.1,6.9,*,,,*,,,*,,
08X048,3,63,49,*,,,*,,,12,14.4,8.8,*,,,23,12.6,10.7,24,11.1,9.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,11.8,5.7,*,,,29,9.4,6.4,*,,,*,,,*,,
